x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,y
0.31952,0.14836,0.07621,0.041564,0.024313,0.016233,0.013862,0.016233,0.024313,0.041564,0.07621,0.14836,0.31952,0.31952,0.14836,0.07621,0.041564,0.024313,0.016233,0.013862,0.016233,0.024313,0.041564,0.07621,0.14836,0.31952,0.14836,0.07621,0.041564,0.024313,0.016233,0.013862,0.016233,0.024313,0.041564,0.07621,0.31952,0.14836,0.07621,0.041564,0.024313,0.016233,0.013862,0.016233,0.024313,0.041564,0.31952,0.14836,0.07621,0.041564,0.024313,0.016233,0.013862,0.016233,0.024313,0.31952,0.14836,0.07621,0.041564,0.024313,0.016233,0.013862,0.016233,0.31952,0.14836,0.07621,0.041564,0.024313,0.016233,0.013862,0.31952,0.14836,0.07621,0.041564,0.024313,0.016233,0.31952,0.14836,0.07621,0.041564,0.024313,0.31952,0.14836,0.07621,0.041564,0.31952,0.14836,0.07621,0.31952,0.14836,0.31952,0.90052,0.89318,0.89199,0.89173,0.89166,0.89163,0.89163,0.89163,0.89166,0.89173,0.89199,0.89318,0.90052,0.90052,1.65
0.31735,0.14641,0.07472,0.040475,0.023506,0.015588,0.013269,0.015588,0.023506,0.040475,0.07472,0.14641,0.31735,0.31735,0.14641,0.07472,0.040475,0.023506,0.015588,0.013269,0.015588,0.023506,0.040475,0.07472,0.14641,0.31735,0.14641,0.07472,0.040475,0.023506,0.015588,0.013269,0.015588,0.023506,0.040475,0.07472,0.31735,0.14641,0.07472,0.040475,0.023506,0.015588,0.013269,0.015588,0.023506,0.040475,0.31735,0.14641,0.07472,0.040475,0.023506,0.015588,0.013269,0.015588,0.023506,0.31735,0.14641,0.07472,0.040475,0.023506,0.015588,0.013269,0.015588,0.31735,0.14641,0.07472,0.040475,0.023506,0.015588,0.013269,0.31735,0.14641,0.07472,0.040475,0.023506,0.015588,0.31735,0.14641,0.07472,0.040475,0.023506,0.31735,0.14641,0.07472,0.040475,0.31735,0.14641,0.07472,0.31735,0.14641,0.31735,0.90183,0.89469,0.89354,0.89329,0.89322,0.8932,0.8932,0.8932,0.89322,0.89329,0.89354,0.89469,0.90183,0.90183,1.66
0.31522,0.1445,0.073271,0.039424,0.022732,0.014973,0.012706,0.014973,0.022732,0.039424,0.073271,0.1445,0.31522,0.31522,0.1445,0.073271,0.039424,0.022732,0.014973,0.012706,0.014973,0.022732,0.039424,0.073271,0.1445,0.31522,0.1445,0.073271,0.039424,0.022732,0.014973,0.012706,0.014973,0.022732,0.039424,0.073271,0.31522,0.1445,0.073271,0.039424,0.022732,0.014973,0.012706,0.014973,0.022732,0.039424,0.31522,0.1445,0.073271,0.039424,0.022732,0.014973,0.012706,0.014973,0.022732,0.31522,0.1445,0.073271,0.039424,0.022732,0.014973,0.012706,0.014973,0.31522,0.1445,0.073271,0.039424,0.022732,0.014973,0.012706,0.31522,0.1445,0.073271,0.039424,0.022732,0.014973,0.31522,0.1445,0.073271,0.039424,0.022732,0.31522,0.1445,0.073271,0.039424,0.31522,0.1445,0.073271,0.31522,0.1445,0.31522,0.90312,0.89615,0.89505,0.89482,0.89475,0.89473,0.89473,0.89473,0.89475,0.89482,0.89505,0.89615,0.90312,0.90312,1.67
0.31311,0.14262,0.071861,0.038408,0.021989,0.014386,0.01217,0.014386,0.021989,0.038408,0.071861,0.14262,0.31311,0.31311,0.14262,0.071861,0.038408,0.021989,0.014386,0.01217,0.014386,0.021989,0.038408,0.071861,0.14262,0.31311,0.14262,0.071861,0.038408,0.021989,0.014386,0.01217,0.014386,0.021989,0.038408,0.071861,0.31311,0.14262,0.071861,0.038408,0.021989,0.014386,0.01217,0.014386,0.021989,0.038408,0.31311,0.14262,0.071861,0.038408,0.021989,0.014386,0.01217,0.014386,0.021989,0.31311,0.14262,0.071861,0.038408,0.021989,0.014386,0.01217,0.014386,0.31311,0.14262,0.071861,0.038408,0.021989,0.014386,0.01217,0.31311,0.14262,0.071861,0.038408,0.021989,0.014386,0.31311,0.14262,0.071861,0.038408,0.021989,0.31311,0.14262,0.071861,0.038408,0.31311,0.14262,0.071861,0.31311,0.14262,0.31311,0.90437,0.89759,0.89653,0.89631,0.89625,0.89623,0.89623,0.89623,0.89625,0.89631,0.89653,0.89759,0.90437,0.90437,1.68
0.31104,0.14079,0.070489,0.037426,0.021277,0.013826,0.011659,0.013826,0.021277,0.037426,0.070489,0.14079,0.31104,0.31104,0.14079,0.070489,0.037426,0.021277,0.013826,0.011659,0.013826,0.021277,0.037426,0.070489,0.14079,0.31104,0.14079,0.070489,0.037426,0.021277,0.013826,0.011659,0.013826,0.021277,0.037426,0.070489,0.31104,0.14079,0.070489,0.037426,0.021277,0.013826,0.011659,0.013826,0.021277,0.037426,0.31104,0.14079,0.070489,0.037426,0.021277,0.013826,0.011659,0.013826,0.021277,0.31104,0.14079,0.070489,0.037426,0.021277,0.013826,0.011659,0.013826,0.31104,0.14079,0.070489,0.037426,0.021277,0.013826,0.011659,0.31104,0.14079,0.070489,0.037426,0.021277,0.013826,0.31104,0.14079,0.070489,0.037426,0.021277,0.31104,0.14079,0.070489,0.037426,0.31104,0.14079,0.070489,0.31104,0.14079,0.31104,0.9056,0.89899,0.89797,0.89776,0.89771,0.89769,0.89769,0.89769,0.89771,0.89776,0.89797,0.89899,0.9056,0.9056,1.69
0.309,0.13899,0.069154,0.036477,0.020592,0.013292,0.011173,0.013292,0.020592,0.036477,0.069154,0.13899,0.309,0.309,0.13899,0.069154,0.036477,0.020592,0.013292,0.011173,0.013292,0.020592,0.036477,0.069154,0.13899,0.309,0.13899,0.069154,0.036477,0.020592,0.013292,0.011173,0.013292,0.020592,0.036477,0.069154,0.309,0.13899,0.069154,0.036477,0.020592,0.013292,0.011173,0.013292,0.020592,0.036477,0.309,0.13899,0.069154,0.036477,0.020592,0.013292,0.011173,0.013292,0.020592,0.309,0.13899,0.069154,0.036477,0.020592,0.013292,0.011173,0.013292,0.309,0.13899,0.069154,0.036477,0.020592,0.013292,0.011173,0.309,0.13899,0.069154,0.036477,0.020592,0.013292,0.309,0.13899,0.069154,0.036477,0.020592,0.309,0.13899,0.069154,0.036477,0.309,0.13899,0.069154,0.309,0.13899,0.309,0.90681,0.90037,0.89939,0.89919,0.89913,0.89912,0.89912,0.89912,0.89913,0.89919,0.89939,0.90037,0.90681,0.90681,1.7
0.30698,0.13723,0.067853,0.035559,0.019935,0.012782,0.01071,0.012782,0.019935,0.035559,0.067853,0.13723,0.30698,0.30698,0.13723,0.067853,0.035559,0.019935,0.012782,0.01071,0.012782,0.019935,0.035559,0.067853,0.13723,0.30698,0.13723,0.067853,0.035559,0.019935,0.012782,0.01071,0.012782,0.019935,0.035559,0.067853,0.30698,0.13723,0.067853,0.035559,0.019935,0.012782,0.01071,0.012782,0.019935,0.035559,0.30698,0.13723,0.067853,0.035559,0.019935,0.012782,0.01071,0.012782,0.019935,0.30698,0.13723,0.067853,0.035559,0.019935,0.012782,0.01071,0.012782,0.30698,0.13723,0.067853,0.035559,0.019935,0.012782,0.01071,0.30698,0.13723,0.067853,0.035559,0.019935,0.012782,0.30698,0.13723,0.067853,0.035559,0.019935,0.30698,0.13723,0.067853,0.035559,0.30698,0.13723,0.067853,0.30698,0.13723,0.30698,0.90799,0.90171,0.90077,0.90058,0.90053,0.90052,0.90051,0.90052,0.90053,0.90058,0.90077,0.90171,0.90799,0.90799,1.71
0.30499,0.13551,0.066587,0.034671,0.019303,0.012295,0.010269,0.012295,0.019303,0.034671,0.066587,0.13551,0.30499,0.30499,0.13551,0.066587,0.034671,0.019303,0.012295,0.010269,0.012295,0.019303,0.034671,0.066587,0.13551,0.30499,0.13551,0.066587,0.034671,0.019303,0.012295,0.010269,0.012295,0.019303,0.034671,0.066587,0.30499,0.13551,0.066587,0.034671,0.019303,0.012295,0.010269,0.012295,0.019303,0.034671,0.30499,0.13551,0.066587,0.034671,0.019303,0.012295,0.010269,0.012295,0.019303,0.30499,0.13551,0.066587,0.034671,0.019303,0.012295,0.010269,0.012295,0.30499,0.13551,0.066587,0.034671,0.019303,0.012295,0.010269,0.30499,0.13551,0.066587,0.034671,0.019303,0.012295,0.30499,0.13551,0.066587,0.034671,0.019303,0.30499,0.13551,0.066587,0.034671,0.30499,0.13551,0.066587,0.30499,0.13551,0.30499,0.90915,0.90303,0.90212,0.90194,0.90189,0.90188,0.90188,0.90188,0.90189,0.90194,0.90212,0.90303,0.90915,0.90915,1.72
0.30303,0.13381,0.065353,0.033811,0.018696,0.011829,0.0098493,0.011829,0.018696,0.033811,0.065353,0.13381,0.30303,0.30303,0.13381,0.065353,0.033811,0.018696,0.011829,0.0098493,0.011829,0.018696,0.033811,0.065353,0.13381,0.30303,0.13381,0.065353,0.033811,0.018696,0.011829,0.0098493,0.011829,0.018696,0.033811,0.065353,0.30303,0.13381,0.065353,0.033811,0.018696,0.011829,0.0098493,0.011829,0.018696,0.033811,0.30303,0.13381,0.065353,0.033811,0.018696,0.011829,0.0098493,0.011829,0.018696,0.30303,0.13381,0.065353,0.033811,0.018696,0.011829,0.0098493,0.011829,0.30303,0.13381,0.065353,0.033811,0.018696,0.011829,0.0098493,0.30303,0.13381,0.065353,0.033811,0.018696,0.011829,0.30303,0.13381,0.065353,0.033811,0.018696,0.30303,0.13381,0.065353,0.033811,0.30303,0.13381,0.065353,0.30303,0.13381,0.30303,0.91028,0.90431,0.90344,0.90327,0.90323,0.90321,0.90321,0.90321,0.90323,0.90327,0.90344,0.90431,0.91028,0.91028,1.73
0.3011,0.13216,0.064151,0.03298,0.018113,0.011385,0.0094488,0.011385,0.018113,0.03298,0.064151,0.13216,0.3011,0.3011,0.13216,0.064151,0.03298,0.018113,0.011385,0.0094488,0.011385,0.018113,0.03298,0.064151,0.13216,0.3011,0.13216,0.064151,0.03298,0.018113,0.011385,0.0094488,0.011385,0.018113,0.03298,0.064151,0.3011,0.13216,0.064151,0.03298,0.018113,0.011385,0.0094488,0.011385,0.018113,0.03298,0.3011,0.13216,0.064151,0.03298,0.018113,0.011385,0.0094488,0.011385,0.018113,0.3011,0.13216,0.064151,0.03298,0.018113,0.011385,0.0094488,0.011385,0.3011,0.13216,0.064151,0.03298,0.018113,0.011385,0.0094488,0.3011,0.13216,0.064151,0.03298,0.018113,0.011385,0.3011,0.13216,0.064151,0.03298,0.018113,0.3011,0.13216,0.064151,0.03298,0.3011,0.13216,0.064151,0.3011,0.13216,0.3011,0.9114,0.90558,0.90473,0.90457,0.90453,0.90452,0.90452,0.90452,0.90453,0.90457,0.90473,0.90558,0.9114,0.9114,1.74
0.2992,0.13053,0.062979,0.032174,0.017551,0.010959,0.0090668,0.010959,0.017551,0.032174,0.062979,0.13053,0.2992,0.2992,0.13053,0.062979,0.032174,0.017551,0.010959,0.0090668,0.010959,0.017551,0.032174,0.062979,0.13053,0.2992,0.13053,0.062979,0.032174,0.017551,0.010959,0.0090668,0.010959,0.017551,0.032174,0.062979,0.2992,0.13053,0.062979,0.032174,0.017551,0.010959,0.0090668,0.010959,0.017551,0.032174,0.2992,0.13053,0.062979,0.032174,0.017551,0.010959,0.0090668,0.010959,0.017551,0.2992,0.13053,0.062979,0.032174,0.017551,0.010959,0.0090668,0.010959,0.2992,0.13053,0.062979,0.032174,0.017551,0.010959,0.0090668,0.2992,0.13053,0.062979,0.032174,0.017551,0.010959,0.2992,0.13053,0.062979,0.032174,0.017551,0.2992,0.13053,0.062979,0.032174,0.2992,0.13053,0.062979,0.2992,0.13053,0.2992,0.91249,0.90681,0.906,0.90584,0.90581,0.9058,0.90579,0.9058,0.90581,0.90584,0.906,0.90681,0.91249,0.91249,1.75
0.29732,0.12893,0.061837,0.031394,0.017012,0.010553,0.0087025,0.010553,0.017012,0.031394,0.061837,0.12893,0.29732,0.29732,0.12893,0.061837,0.031394,0.017012,0.010553,0.0087025,0.010553,0.017012,0.031394,0.061837,0.12893,0.29732,0.12893,0.061837,0.031394,0.017012,0.010553,0.0087025,0.010553,0.017012,0.031394,0.061837,0.29732,0.12893,0.061837,0.031394,0.017012,0.010553,0.0087025,0.010553,0.017012,0.031394,0.29732,0.12893,0.061837,0.031394,0.017012,0.010553,0.0087025,0.010553,0.017012,0.29732,0.12893,0.061837,0.031394,0.017012,0.010553,0.0087025,0.010553,0.29732,0.12893,0.061837,0.031394,0.017012,0.010553,0.0087025,0.29732,0.12893,0.061837,0.031394,0.017012,0.010553,0.29732,0.12893,0.061837,0.031394,0.017012,0.29732,0.12893,0.061837,0.031394,0.29732,0.12893,0.061837,0.29732,0.12893,0.29732,0.91356,0.90802,0.90724,0.90709,0.90705,0.90704,0.90704,0.90704,0.90705,0.90709,0.90724,0.90802,0.91356,0.91356,1.76
0.29546,0.12737,0.060724,0.030638,0.016492,0.010164,0.008355,0.010164,0.016492,0.030638,0.060724,0.12737,0.29546,0.29546,0.12737,0.060724,0.030638,0.016492,0.010164,0.008355,0.010164,0.016492,0.030638,0.060724,0.12737,0.29546,0.12737,0.060724,0.030638,0.016492,0.010164,0.008355,0.010164,0.016492,0.030638,0.060724,0.29546,0.12737,0.060724,0.030638,0.016492,0.010164,0.008355,0.010164,0.016492,0.030638,0.29546,0.12737,0.060724,0.030638,0.016492,0.010164,0.008355,0.010164,0.016492,0.29546,0.12737,0.060724,0.030638,0.016492,0.010164,0.008355,0.010164,0.29546,0.12737,0.060724,0.030638,0.016492,0.010164,0.008355,0.29546,0.12737,0.060724,0.030638,0.016492,0.010164,0.29546,0.12737,0.060724,0.030638,0.016492,0.29546,0.12737,0.060724,0.030638,0.29546,0.12737,0.060724,0.29546,0.12737,0.29546,0.91461,0.9092,0.90845,0.90831,0.90828,0.90827,0.90827,0.90827,0.90828,0.90831,0.90845,0.9092,0.91461,0.91461,1.77
0.29363,0.12584,0.059638,0.029906,0.015992,0.0097916,0.0080232,0.0097916,0.015992,0.029906,0.059638,0.12584,0.29363,0.29363,0.12584,0.059638,0.029906,0.015992,0.0097916,0.0080232,0.0097916,0.015992,0.029906,0.059638,0.12584,0.29363,0.12584,0.059638,0.029906,0.015992,0.0097916,0.0080232,0.0097916,0.015992,0.029906,0.059638,0.29363,0.12584,0.059638,0.029906,0.015992,0.0097916,0.0080232,0.0097916,0.015992,0.029906,0.29363,0.12584,0.059638,0.029906,0.015992,0.0097916,0.0080232,0.0097916,0.015992,0.29363,0.12584,0.059638,0.029906,0.015992,0.0097916,0.0080232,0.0097916,0.29363,0.12584,0.059638,0.029906,0.015992,0.0097916,0.0080232,0.29363,0.12584,0.059638,0.029906,0.015992,0.0097916,0.29363,0.12584,0.059638,0.029906,0.015992,0.29363,0.12584,0.059638,0.029906,0.29363,0.12584,0.059638,0.29363,0.12584,0.29363,0.91564,0.91036,0.90964,0.9095,0.90947,0.90946,0.90946,0.90946,0.90947,0.9095,0.90964,0.91036,0.91564,0.91564,1.78
0.29183,0.12433,0.058579,0.029196,0.01551,0.0094353,0.0077065,0.0094353,0.01551,0.029196,0.058579,0.12433,0.29183,0.29183,0.12433,0.058579,0.029196,0.01551,0.0094353,0.0077065,0.0094353,0.01551,0.029196,0.058579,0.12433,0.29183,0.12433,0.058579,0.029196,0.01551,0.0094353,0.0077065,0.0094353,0.01551,0.029196,0.058579,0.29183,0.12433,0.058579,0.029196,0.01551,0.0094353,0.0077065,0.0094353,0.01551,0.029196,0.29183,0.12433,0.058579,0.029196,0.01551,0.0094353,0.0077065,0.0094353,0.01551,0.29183,0.12433,0.058579,0.029196,0.01551,0.0094353,0.0077065,0.0094353,0.29183,0.12433,0.058579,0.029196,0.01551,0.0094353,0.0077065,0.29183,0.12433,0.058579,0.029196,0.01551,0.0094353,0.29183,0.12433,0.058579,0.029196,0.01551,0.29183,0.12433,0.058579,0.029196,0.29183,0.12433,0.058579,0.29183,0.12433,0.29183,0.91665,0.9115,0.9108,0.91067,0.91064,0.91064,0.91064,0.91064,0.91064,0.91067,0.9108,0.9115,0.91665,0.91665,1.79
0.29004,0.12285,0.057546,0.028508,0.015047,0.0090942,0.0074041,0.0090942,0.015047,0.028508,0.057546,0.12285,0.29004,0.29004,0.12285,0.057546,0.028508,0.015047,0.0090942,0.0074041,0.0090942,0.015047,0.028508,0.057546,0.12285,0.29004,0.12285,0.057546,0.028508,0.015047,0.0090942,0.0074041,0.0090942,0.015047,0.028508,0.057546,0.29004,0.12285,0.057546,0.028508,0.015047,0.0090942,0.0074041,0.0090942,0.015047,0.028508,0.29004,0.12285,0.057546,0.028508,0.015047,0.0090942,0.0074041,0.0090942,0.015047,0.29004,0.12285,0.057546,0.028508,0.015047,0.0090942,0.0074041,0.0090942,0.29004,0.12285,0.057546,0.028508,0.015047,0.0090942,0.0074041,0.29004,0.12285,0.057546,0.028508,0.015047,0.0090942,0.29004,0.12285,0.057546,0.028508,0.015047,0.29004,0.12285,0.057546,0.028508,0.29004,0.12285,0.057546,0.29004,0.12285,0.29004,0.91765,0.91262,0.91194,0.91182,0.91179,0.91178,0.91178,0.91178,0.91179,0.91182,0.91194,0.91262,0.91765,0.91765,1.8
0.28828,0.1214,0.056538,0.027841,0.0146,0.0087675,0.0071153,0.0087675,0.0146,0.027841,0.056538,0.1214,0.28828,0.28828,0.1214,0.056538,0.027841,0.0146,0.0087675,0.0071153,0.0087675,0.0146,0.027841,0.056538,0.1214,0.28828,0.1214,0.056538,0.027841,0.0146,0.0087675,0.0071153,0.0087675,0.0146,0.027841,0.056538,0.28828,0.1214,0.056538,0.027841,0.0146,0.0087675,0.0071153,0.0087675,0.0146,0.027841,0.28828,0.1214,0.056538,0.027841,0.0146,0.0087675,0.0071153,0.0087675,0.0146,0.28828,0.1214,0.056538,0.027841,0.0146,0.0087675,0.0071153,0.0087675,0.28828,0.1214,0.056538,0.027841,0.0146,0.0087675,0.0071153,0.28828,0.1214,0.056538,0.027841,0.0146,0.0087675,0.28828,0.1214,0.056538,0.027841,0.0146,0.28828,0.1214,0.056538,0.027841,0.28828,0.1214,0.056538,0.28828,0.1214,0.28828,0.91862,0.91371,0.91306,0.91294,0.91292,0.91291,0.91291,0.91291,0.91292,0.91294,0.91306,0.91371,0.91862,0.91862,1.81
0.28655,0.11998,0.055554,0.027193,0.01417,0.0084546,0.0068393,0.0084546,0.01417,0.027193,0.055554,0.11998,0.28655,0.28655,0.11998,0.055554,0.027193,0.01417,0.0084546,0.0068393,0.0084546,0.01417,0.027193,0.055554,0.11998,0.28655,0.11998,0.055554,0.027193,0.01417,0.0084546,0.0068393,0.0084546,0.01417,0.027193,0.055554,0.28655,0.11998,0.055554,0.027193,0.01417,0.0084546,0.0068393,0.0084546,0.01417,0.027193,0.28655,0.11998,0.055554,0.027193,0.01417,0.0084546,0.0068393,0.0084546,0.01417,0.28655,0.11998,0.055554,0.027193,0.01417,0.0084546,0.0068393,0.0084546,0.28655,0.11998,0.055554,0.027193,0.01417,0.0084546,0.0068393,0.28655,0.11998,0.055554,0.027193,0.01417,0.0084546,0.28655,0.11998,0.055554,0.027193,0.01417,0.28655,0.11998,0.055554,0.027193,0.28655,0.11998,0.055554,0.28655,0.11998,0.28655,0.91958,0.91478,0.91415,0.91404,0.91402,0.91401,0.91401,0.91401,0.91402,0.91404,0.91415,0.91478,0.91958,0.91958,1.82
0.28483,0.11858,0.054593,0.026565,0.013755,0.0081547,0.0065755,0.0081547,0.013755,0.026565,0.054593,0.11858,0.28483,0.28483,0.11858,0.054593,0.026565,0.013755,0.0081547,0.0065755,0.0081547,0.013755,0.026565,0.054593,0.11858,0.28483,0.11858,0.054593,0.026565,0.013755,0.0081547,0.0065755,0.0081547,0.013755,0.026565,0.054593,0.28483,0.11858,0.054593,0.026565,0.013755,0.0081547,0.0065755,0.0081547,0.013755,0.026565,0.28483,0.11858,0.054593,0.026565,0.013755,0.0081547,0.0065755,0.0081547,0.013755,0.28483,0.11858,0.054593,0.026565,0.013755,0.0081547,0.0065755,0.0081547,0.28483,0.11858,0.054593,0.026565,0.013755,0.0081547,0.0065755,0.28483,0.11858,0.054593,0.026565,0.013755,0.0081547,0.28483,0.11858,0.054593,0.026565,0.013755,0.28483,0.11858,0.054593,0.026565,0.28483,0.11858,0.054593,0.28483,0.11858,0.28483,0.92052,0.91583,0.91522,0.91512,0.9151,0.91509,0.91509,0.91509,0.9151,0.91512,0.91522,0.91583,0.92052,0.92052,1.83
0.28314,0.11721,0.053655,0.025956,0.013354,0.0078673,0.0063234,0.0078673,0.013354,0.025956,0.053655,0.11721,0.28314,0.28314,0.11721,0.053655,0.025956,0.013354,0.0078673,0.0063234,0.0078673,0.013354,0.025956,0.053655,0.11721,0.28314,0.11721,0.053655,0.025956,0.013354,0.0078673,0.0063234,0.0078673,0.013354,0.025956,0.053655,0.28314,0.11721,0.053655,0.025956,0.013354,0.0078673,0.0063234,0.0078673,0.013354,0.025956,0.28314,0.11721,0.053655,0.025956,0.013354,0.0078673,0.0063234,0.0078673,0.013354,0.28314,0.11721,0.053655,0.025956,0.013354,0.0078673,0.0063234,0.0078673,0.28314,0.11721,0.053655,0.025956,0.013354,0.0078673,0.0063234,0.28314,0.11721,0.053655,0.025956,0.013354,0.0078673,0.28314,0.11721,0.053655,0.025956,0.013354,0.28314,0.11721,0.053655,0.025956,0.28314,0.11721,0.053655,0.28314,0.11721,0.28314,0.92144,0.91686,0.91628,0.91618,0.91615,0.91615,0.91615,0.91615,0.91615,0.91618,0.91628,0.91686,0.92144,0.92144,1.84
0.28147,0.11586,0.05274,0.025365,0.012969,0.0075918,0.0060822,0.0075918,0.012969,0.025365,0.05274,0.11586,0.28147,0.28147,0.11586,0.05274,0.025365,0.012969,0.0075918,0.0060822,0.0075918,0.012969,0.025365,0.05274,0.11586,0.28147,0.11586,0.05274,0.025365,0.012969,0.0075918,0.0060822,0.0075918,0.012969,0.025365,0.05274,0.28147,0.11586,0.05274,0.025365,0.012969,0.0075918,0.0060822,0.0075918,0.012969,0.025365,0.28147,0.11586,0.05274,0.025365,0.012969,0.0075918,0.0060822,0.0075918,0.012969,0.28147,0.11586,0.05274,0.025365,0.012969,0.0075918,0.0060822,0.0075918,0.28147,0.11586,0.05274,0.025365,0.012969,0.0075918,0.0060822,0.28147,0.11586,0.05274,0.025365,0.012969,0.0075918,0.28147,0.11586,0.05274,0.025365,0.012969,0.28147,0.11586,0.05274,0.025365,0.28147,0.11586,0.05274,0.28147,0.11586,0.28147,0.92235,0.91787,0.91731,0.91721,0.91719,0.91719,0.91718,0.91719,0.91719,0.91721,0.91731,0.91787,0.92235,0.92235,1.85
0.27982,0.11453,0.051845,0.02479,0.012596,0.0073275,0.0058516,0.0073275,0.012596,0.02479,0.051845,0.11453,0.27982,0.27982,0.11453,0.051845,0.02479,0.012596,0.0073275,0.0058516,0.0073275,0.012596,0.02479,0.051845,0.11453,0.27982,0.11453,0.051845,0.02479,0.012596,0.0073275,0.0058516,0.0073275,0.012596,0.02479,0.051845,0.27982,0.11453,0.051845,0.02479,0.012596,0.0073275,0.0058516,0.0073275,0.012596,0.02479,0.27982,0.11453,0.051845,0.02479,0.012596,0.0073275,0.0058516,0.0073275,0.012596,0.27982,0.11453,0.051845,0.02479,0.012596,0.0073275,0.0058516,0.0073275,0.27982,0.11453,0.051845,0.02479,0.012596,0.0073275,0.0058516,0.27982,0.11453,0.051845,0.02479,0.012596,0.0073275,0.27982,0.11453,0.051845,0.02479,0.012596,0.27982,0.11453,0.051845,0.02479,0.27982,0.11453,0.051845,0.27982,0.11453,0.27982,0.92324,0.91887,0.91832,0.91823,0.91821,0.9182,0.9182,0.9182,0.91821,0.91823,0.91832,0.91887,0.92324,0.92324,1.86
0.27819,0.11323,0.050972,0.024233,0.012237,0.007074,0.005631,0.007074,0.012237,0.024233,0.050972,0.11323,0.27819,0.27819,0.11323,0.050972,0.024233,0.012237,0.007074,0.005631,0.007074,0.012237,0.024233,0.050972,0.11323,0.27819,0.11323,0.050972,0.024233,0.012237,0.007074,0.005631,0.007074,0.012237,0.024233,0.050972,0.27819,0.11323,0.050972,0.024233,0.012237,0.007074,0.005631,0.007074,0.012237,0.024233,0.27819,0.11323,0.050972,0.024233,0.012237,0.007074,0.005631,0.007074,0.012237,0.27819,0.11323,0.050972,0.024233,0.012237,0.007074,0.005631,0.007074,0.27819,0.11323,0.050972,0.024233,0.012237,0.007074,0.005631,0.27819,0.11323,0.050972,0.024233,0.012237,0.007074,0.27819,0.11323,0.050972,0.024233,0.012237,0.27819,0.11323,0.050972,0.024233,0.27819,0.11323,0.050972,0.27819,0.11323,0.27819,0.92411,0.91984,0.91931,0.91922,0.9192,0.9192,0.9192,0.9192,0.9192,0.91922,0.91931,0.91984,0.92411,0.92411,1.87
0.27658,0.11196,0.050118,0.023691,0.011891,0.0068307,0.0054199,0.0068307,0.011891,0.023691,0.050118,0.11196,0.27658,0.27658,0.11196,0.050118,0.023691,0.011891,0.0068307,0.0054199,0.0068307,0.011891,0.023691,0.050118,0.11196,0.27658,0.11196,0.050118,0.023691,0.011891,0.0068307,0.0054199,0.0068307,0.011891,0.023691,0.050118,0.27658,0.11196,0.050118,0.023691,0.011891,0.0068307,0.0054199,0.0068307,0.011891,0.023691,0.27658,0.11196,0.050118,0.023691,0.011891,0.0068307,0.0054199,0.0068307,0.011891,0.27658,0.11196,0.050118,0.023691,0.011891,0.0068307,0.0054199,0.0068307,0.27658,0.11196,0.050118,0.023691,0.011891,0.0068307,0.0054199,0.27658,0.11196,0.050118,0.023691,0.011891,0.0068307,0.27658,0.11196,0.050118,0.023691,0.011891,0.27658,0.11196,0.050118,0.023691,0.27658,0.11196,0.050118,0.27658,0.11196,0.27658,0.92497,0.92079,0.92028,0.9202,0.92018,0.92018,0.92018,0.92018,0.92018,0.9202,0.92028,0.92079,0.92497,0.92497,1.88
0.27498,0.1107,0.049284,0.023165,0.011556,0.0065973,0.0052178,0.0065973,0.011556,0.023165,0.049284,0.1107,0.27498,0.27498,0.1107,0.049284,0.023165,0.011556,0.0065973,0.0052178,0.0065973,0.011556,0.023165,0.049284,0.1107,0.27498,0.1107,0.049284,0.023165,0.011556,0.0065973,0.0052178,0.0065973,0.011556,0.023165,0.049284,0.27498,0.1107,0.049284,0.023165,0.011556,0.0065973,0.0052178,0.0065973,0.011556,0.023165,0.27498,0.1107,0.049284,0.023165,0.011556,0.0065973,0.0052178,0.0065973,0.011556,0.27498,0.1107,0.049284,0.023165,0.011556,0.0065973,0.0052178,0.0065973,0.27498,0.1107,0.049284,0.023165,0.011556,0.0065973,0.0052178,0.27498,0.1107,0.049284,0.023165,0.011556,0.0065973,0.27498,0.1107,0.049284,0.023165,0.011556,0.27498,0.1107,0.049284,0.023165,0.27498,0.1107,0.049284,0.27498,0.1107,0.27498,0.92581,0.92173,0.92124,0.92116,0.92114,0.92114,0.92114,0.92114,0.92114,0.92116,0.92124,0.92173,0.92581,0.92581,1.89
